group,model,display_name,prediction_correlation_r,prediction_correlation_p,exact_match_rate,both_wrong_exact_match_rate,mean_absolute_residual,residual_bias,both_wrong_n,n
trained_text,Qwen2.5-VL-32B-Instruct,Qwen2.5-VL-32B-Instruct,0.9276852382235978,0.0,0.5103333333333333,0.3252361673414305,0.956,-0.4146666666666667,1482,3000
trained_text,Qwen2.5-VL-7B-Instruct,Qwen2.5-VL-7B-Instruct,0.9159778457304214,0.0,0.447,0.3048327137546468,1.1153333333333333,-0.086,1614,3000
trained_text,dapo-32b-tight,dapo-32b-tight,0.9954144043518662,0.0,0.9326666666666666,0.7848699763593381,0.07633333333333334,-0.023666666666666666,423,3000
trained_text,dapo-7b-tight,dapo-7b-tight,0.9938196892408182,0.0,0.9,0.7281191806331471,0.12,0.008,537,3000
trained_text,human,Human,0.9494586727480486,0.0,0.6913333333333334,0.42138364779874216,0.598,-0.048,318,3000
trained_text,sft-32b-cot-100pct,sft-32b-cot-100pct,0.9942947749564415,0.0,0.9293333333333333,0.773972602739726,0.086,0.024,438,3000
trained_text,sft-32b-plain-100pct,sft-32b-plain-100pct,0.9983916235456368,0.0,0.0,0.0,16.125333333333334,-16.125333333333334,2072,3000
trained_text,sft-7b-cot-100pct,sft-7b-cot-100pct,0.9911864012961773,0.0,0.8956666666666667,0.7159533073929961,0.144,0.06533333333333333,514,3000
trained_text,sft-7b-plain-100pct,sft-7b-plain-100pct,0.9991843263614437,0.0,0.0,0.0,15.927666666666667,-15.927666666666667,2123,3000
