group,model,display_name,visible_correct,hidden_correct,cell,main_accuracy,main_correct,main_incorrect,n,share_of_scenes,overall_main_accuracy,overall_main_correct,overall_n
mcq345,gpt4CQ,GPT4CQ,0,1,V- H+,0.301498127340824,161,373,534,0.178,0.29433333333333334,883,3000
mcq345,gpt4CQ,GPT4CQ,0,0,V- H-,0.2675213675213675,313,857,1170,0.39,0.29433333333333334,883,3000
mcq345,gpt,GPT,1,1,V+ H+,0.2175141242937853,77,277,354,0.118,0.207,621,3000
mcq345,gpt,GPT,1,0,V+ H-,0.20413122721749696,168,655,823,0.2743333333333333,0.207,621,3000
mcq345,gpt,GPT,0,1,V- H+,0.23905109489051096,131,417,548,0.18266666666666667,0.207,621,3000
mcq345,gpt,GPT,0,0,V- H-,0.19215686274509805,245,1030,1275,0.425,0.207,621,3000
mcq345,human,Human,1,1,V+ H+,0.8691348973607038,2371,357,2728,0.9093333333333333,0.8616666666666667,2585,3000
mcq345,human,Human,1,0,V+ H-,0.7764705882352941,198,57,255,0.085,0.8616666666666667,2585,3000
mcq345,human,Human,0,1,V- H+,0.9375,15,1,16,0.005333333333333333,0.8616666666666667,2585,3000
mcq345,human,Human,0,0,V- H-,1.0,1,0,1,0.0003333333333333333,0.8616666666666667,2585,3000
mcq345,qwen3CQ,Qwen 3CQ,1,1,V+ H+,0.3827893175074184,129,208,337,0.11233333333333333,0.4703333333333333,1411,3000
mcq345,qwen3CQ,Qwen 3CQ,1,0,V+ H-,0.47560975609756095,663,731,1394,0.4646666666666667,0.4703333333333333,1411,3000
mcq345,qwen3CQ,Qwen 3CQ,0,1,V- H+,0.4448979591836735,109,136,245,0.08166666666666667,0.4703333333333333,1411,3000
mcq345,qwen3CQ,Qwen 3CQ,0,0,V- H-,0.498046875,510,514,1024,0.3413333333333333,0.4703333333333333,1411,3000
mcq345,qwen4CQ,Qwen 4CQ,1,1,V+ H+,0.29310344827586204,51,123,174,0.058,0.361,1083,3000
mcq345,qwen4CQ,Qwen 4CQ,1,0,V+ H-,0.38509316770186336,372,594,966,0.322,0.361,1083,3000
mcq345,qwen4CQ,Qwen 4CQ,0,1,V- H+,0.2876712328767123,84,208,292,0.09733333333333333,0.361,1083,3000
mcq345,qwen4CQ,Qwen 4CQ,0,0,V- H-,0.3673469387755102,576,992,1568,0.5226666666666666,0.361,1083,3000
mcq345,qwen,Qwen,1,1,V+ H+,0.20833333333333334,30,114,144,0.048,0.20166666666666666,605,3000
mcq345,qwen,Qwen,1,0,V+ H-,0.19938176197836166,129,518,647,0.21566666666666667,0.20166666666666666,605,3000
mcq345,qwen,Qwen,0,1,V- H+,0.19117647058823528,78,330,408,0.136,0.20166666666666666,605,3000
mcq345,qwen,Qwen,0,0,V- H-,0.20433092726263188,368,1433,1801,0.6003333333333334,0.20166666666666666,605,3000
