group,model,display_name,task,source_task,task_name,accuracy,n_correct,n_incorrect,n,binom_se,ci_low_wilson,ci_high_wilson,chance_level,chance_adjusted_accuracy,chance_adjusted_ci_low,chance_adjusted_ci_high,above_chance_p
image,qwen-image-edit,Qwen Image Edit,Task2,task9,Cluster Count,0.06933333333333333,208,2792,3000,0.0046377516902849315,0.06078325055878761,0.07898497157383083,,0.06933333333333333,0.06078325055878761,0.07898497157383083,
image,qwen-image-edit,Qwen Image Edit,Task3,task3,Column Count,0.055,165,2835,3000,0.004162331077653483,0.04739631916062903,0.06374189798104717,,0.055,0.04739631916062903,0.06374189798104717,
image,qwen-image-edit,Qwen Image Edit,Task4,task4,Layer Count,0.05633333333333333,169,2831,3000,0.004209508636760705,0.04863587748348587,0.0651655959364175,,0.05633333333333333,0.04863587748348587,0.0651655959364175,
image,qwen-image-edit,Qwen Image Edit,Task5,task5,Visible Object Count,0.03266666666666666,98,2902,3000,0.0032454868949335146,0.026879218234370554,0.03964945624700023,,0.03266666666666666,0.026879218234370554,0.03964945624700023,
image,qwen-image-edit,Qwen Image Edit,Task6,task2,Top Layer,0.15266666666666667,458,2542,3000,0.00656657078328193,0.14024095557354938,0.16598078394826832,,0.15266666666666667,0.14024095557354938,0.16598078394826832,
image,qwen-image-edit,Qwen Image Edit,Task7,task6,Direct Support,0.11866666666666667,356,2644,3000,0.005904373771165714,0.10757890413593514,0.1307298002910893,,0.11866666666666667,0.10757890413593514,0.1307298002910893,
image,qwen-image-edit,Qwen Image Edit,Task8,task7,Support Column,0.076,228,2772,3000,0.00483818147654674,0.06704998089877473,0.08603452262497965,,0.076,0.06704998089877473,0.08603452262497965,
image,qwen-image-edit,Qwen Image Edit,Task9,task8,Hidden Object Count,0.387,1161,1839,3000,0.008892524950766234,0.3697257155355404,0.4045633148847056,,0.387,0.3697257155355404,0.4045633148847056,
image,qwen-image-edit,Qwen Image Edit,Target1,main,Object Counting,0.12033333333333333,361,2639,3000,0.005940067963197678,0.10917367421867977,0.13246410055612862,,0.12033333333333333,0.10917367421867977,0.13246410055612862,
image,qwen-image-edit,Qwen Image Edit,Target2a,task10,Mental Rotation 90,0.31466666666666665,944,2056,3000,0.008478434516575088,0.2982948952411935,0.3315124820852275,,0.31466666666666665,0.2982948952411935,0.3315124820852275,
image,qwen-image-edit,Qwen Image Edit,Target2b,task11,Mental Rotation 180,0.313,939,2061,3000,0.00846622702270616,0.29665423841295857,0.3298240685656785,,0.313,0.29665423841295857,0.3298240685656785,
image,hunyuan,hunyuan,Task1,task1,Object Categorization,0.9893333333333333,2968,32,3000,0.0018755344917195324,0.9849809096407924,0.9924341444685854,,0.9893333333333333,0.9849809096407924,0.9924341444685854,
image,hunyuan,hunyuan,Task2,task9,Cluster Count,0.187,561,2439,3000,0.00711877798501962,0.17345066989018096,0.20134991879598682,,0.187,0.17345066989018096,0.20134991879598682,
image,hunyuan,hunyuan,Task3,task3,Column Count,0.06333333333333334,190,2810,3000,0.0044468049287183795,0.05516373766765467,0.07261983121294147,,0.06333333333333334,0.05516373766765467,0.07261983121294147,
image,hunyuan,hunyuan,Task4,task4,Layer Count,0.04,120,2880,3000,0.0035777087639996636,0.03355581868466628,0.04762076532695404,,0.04,0.03355581868466628,0.04762076532695404,
image,hunyuan,hunyuan,Task5,task5,Visible Object Count,0.10833333333333334,325,2675,3000,0.00567442279655597,0.09770819843771898,0.11996026983304474,,0.10833333333333334,0.09770819843771898,0.11996026983304474,
image,hunyuan,hunyuan,Task6,task2,Top Layer,0.29533333333333334,886,2114,3000,0.00832889659669986,0.2792787857893417,0.3119113755027851,,0.29533333333333334,0.2792787857893417,0.3119113755027851,
image,hunyuan,hunyuan,Task7,task6,Direct Support,0.19,570,2430,3000,0.007162401831787993,0.17636152903188498,0.20443138628029398,,0.19,0.17636152903188498,0.20443138628029398,
image,hunyuan,hunyuan,Task8,task7,Support Column,0.12733333333333333,382,2618,3000,0.006086037450743451,0.1158794084262782,0.1397404618092229,,0.12733333333333333,0.1158794084262782,0.1397404618092229,
image,hunyuan,hunyuan,Task9,task8,Hidden Object Count,0.30533333333333335,916,2084,3000,0.008408426108947478,0.2891104368106549,0.3220541465681758,,0.30533333333333335,0.2891104368106549,0.3220541465681758,
image,hunyuan,hunyuan,Target1,main,Object Counting,0.058666666666666666,176,2824,3000,0.004290489050947024,0.05080817433564275,0.06765399757115821,,0.058666666666666666,0.05080817433564275,0.06765399757115821,
image,hunyuan,hunyuan,Target2a,task10,Mental Rotation 90,0.158,474,2526,3000,0.006659229184622897,0.1453863108305274,0.17148845380419908,,0.158,0.1453863108305274,0.17148845380419908,
image,hunyuan,hunyuan,Target2b,task11,Mental Rotation 180,0.16,480,2520,3000,0.006693280212272604,0.14731717802530064,0.17355247102676657,,0.16,0.14731717802530064,0.17355247102676657,
