group,model,display_name,task,source_task,task_name,accuracy,n_correct,n_incorrect,n,binom_se,ci_low_wilson,ci_high_wilson,chance_level,chance_adjusted_accuracy,chance_adjusted_ci_low,chance_adjusted_ci_high,above_chance_p
trained_text,human,Human,Task2,task9,Cluster Count,0.7133333333333334,2140,860,3000,0.008256086419300791,0.6968866223805359,0.7292343821358143,,0.7133333333333334,0.6968866223805359,0.7292343821358143,
trained_text,human,Human,Task3,task3,Column Count,0.634,1902,1098,3000,0.008794771173828231,0.6166010502634057,0.6510562056984267,,0.634,0.6166010502634057,0.6510562056984267,
trained_text,human,Human,Task4,task4,Layer Count,0.9623333333333334,2887,113,3000,0.003476007714264975,0.9549078143842085,0.968576300091069,,0.9623333333333334,0.9549078143842085,0.968576300091069,
trained_text,human,Human,Task5,task5,Visible Object Count,0.768,2304,696,3000,0.007706620530427069,0.7525580511003855,0.7827564608232793,,0.768,0.7525580511003855,0.7827564608232793,
trained_text,human,Human,Task6,task2,Top Layer,0.9643333333333334,2893,107,3000,0.003385978714028167,0.9570806942473066,0.9703983046453116,,0.9643333333333334,0.9570806942473066,0.9703983046453116,
trained_text,human,Human,Task7,task6,Direct Support,0.8003333333333333,2401,599,3000,0.0072983991141639835,0.7856483672393598,0.8142501094313143,,0.8003333333333333,0.7856483672393598,0.8142501094313143,
trained_text,human,Human,Task8,task7,Support Column,0.835,2505,495,3000,0.006776798654231953,0.8212906286255528,0.847852511279028,,0.835,0.8212906286255528,0.847852511279028,
trained_text,human,Human,Task9,task8,Hidden Object Count,0.7993333333333333,2398,602,3000,0.007312080314009038,0.7846228920123969,0.8132781424496068,,0.7993333333333333,0.7846228920123969,0.8132781424496068,
trained_text,human,Human,Target1,main,Object Counting,0.8213333333333334,2464,536,3000,0.0069939232883241545,0.8072168978202137,0.8346278652325387,,0.8213333333333334,0.8072168978202137,0.8346278652325387,
trained_text,human,Human,Target2a,task10,Mental Rotation 90,0.4643333333333333,1393,1607,3000,0.009105454205930438,0.4465436143844805,0.4822142801729424,,0.4643333333333333,0.4465436143844805,0.4822142801729424,
trained_text,human,Human,Target2b,task11,Mental Rotation 180,0.4583333333333333,1375,1625,3000,0.009096957163229343,0.44056790995955636,0.47620533134584414,,0.4583333333333333,0.44056790995955636,0.47620533134584414,
trained_text,dapo-32b-tight,dapo-32b-tight,Task2,task9,Cluster Count,0.7826666666666666,2348,652,3000,0.00752993040152775,0.7675515128160686,0.7970588181680951,,0.7826666666666666,0.7675515128160686,0.7970588181680951,
trained_text,dapo-32b-tight,dapo-32b-tight,Task3,task3,Column Count,0.5986666666666667,1796,1204,3000,0.008949206461820862,0.5810108032528323,0.6160701613359796,,0.5986666666666667,0.5810108032528323,0.6160701613359796,
trained_text,dapo-32b-tight,dapo-32b-tight,Task4,task4,Layer Count,0.998,2994,6,3000,0.0008156796756897489,0.9956431376709622,0.9990830822468924,,0.998,0.9956431376709622,0.9990830822468924,
trained_text,dapo-32b-tight,dapo-32b-tight,Task5,task5,Visible Object Count,0.6453333333333333,1936,1064,3000,0.008734571583125341,0.6280376479825329,0.6622572863442304,,0.6453333333333333,0.6280376479825329,0.6622572863442304,
trained_text,dapo-32b-tight,dapo-32b-tight,Task6,task2,Top Layer,0.9823333333333333,2947,53,3000,0.002405171896528784,0.9769651453292397,0.9864678133194454,,0.9823333333333333,0.9769651453292397,0.9864678133194454,
trained_text,dapo-32b-tight,dapo-32b-tight,Task7,task6,Direct Support,0.9546666666666667,2864,136,3000,0.0037981671993310238,0.946622860711222,0.961547530164249,,0.9546666666666667,0.946622860711222,0.961547530164249,
trained_text,dapo-32b-tight,dapo-32b-tight,Task8,task7,Support Column,0.898,2694,306,3000,0.005525576892958779,0.8866558341461168,0.9083261649046988,,0.898,0.8866558341461168,0.9083261649046988,
trained_text,dapo-32b-tight,dapo-32b-tight,Task9,task8,Hidden Object Count,0.7816666666666666,2345,655,3000,0.007542410951609769,0.7665283840370464,0.7960845047384469,,0.7816666666666666,0.7665283840370464,0.7960845047384469,
trained_text,dapo-32b-tight,dapo-32b-tight,Target1,main,Object Counting,0.6256666666666667,1877,1123,3000,0.008835683125616054,0.6081983444509124,0.642813559772,,0.6256666666666667,0.6081983444509124,0.642813559772,
trained_text,dapo-7b-tight,dapo-7b-tight,Task2,task9,Cluster Count,0.6858952984328109,2057,942,2999,0.008475745321786082,0.6690539441917838,0.7022610129474807,,0.6858952984328109,0.6690539441917838,0.7022610129474807,
trained_text,dapo-7b-tight,dapo-7b-tight,Task3,task3,Column Count,0.4728242747582527,1418,1581,2999,0.00911673543220609,0.45500163958841017,0.4907164429105135,,0.4728242747582527,0.45500163958841017,0.4907164429105135,
trained_text,dapo-7b-tight,dapo-7b-tight,Task4,task4,Layer Count,0.9989996665555185,2996,3,2999,0.0005772538434926615,0.9970628255475587,0.999659745499812,,0.9989996665555185,0.9970628255475587,0.999659745499812,
trained_text,dapo-7b-tight,dapo-7b-tight,Task5,task5,Visible Object Count,0.517,1551,1449,3000,0.009123431372022262,0.49910775827609144,0.5348487592713052,,0.517,0.49910775827609144,0.5348487592713052,
trained_text,dapo-7b-tight,dapo-7b-tight,Task6,task2,Top Layer,0.9673224408136045,2901,98,2999,0.003246550805811701,0.9603373753751585,0.9731117949040864,,0.9673224408136045,0.9603373753751585,0.9731117949040864,
