group,model,display_name,task,source_task,task_name,accuracy,n_correct,n_incorrect,n,binom_se,ci_low_wilson,ci_high_wilson,chance_level,chance_adjusted_accuracy,chance_adjusted_ci_low,chance_adjusted_ci_high,above_chance_p
mcq345,gpt3CQ,GPT3CQ,Task1,task1,Object Categorization,0.5016666666666667,1505,1495,3000,0.009128658576560271,0.48378380900696916,0.5195452613408148,0.3333333333333333,0.25250000000000006,0.22567571351045373,0.2793178920112222,1.657621145399212e-80
mcq345,gpt3CQ,GPT3CQ,Task2,task9,Cluster Count,0.5046666666666667,1514,1486,3000,0.009128311677088708,0.48678065093900913,0.5225407460347862,0.3333333333333333,0.25700000000000006,0.2301709764085137,0.28381111905217926,2.8554398206037605e-83
mcq345,gpt3CQ,GPT3CQ,Task3,task3,Column Count,0.347,1041,1959,3000,0.008690818910398105,0.3301714372877803,0.3642199047856499,0.3333333333333333,0.020499999999999987,-0.004742844068329504,0.0463298571784749,0.0587310721246705
mcq345,gpt3CQ,GPT3CQ,Task4,task4,Layer Count,0.484,1452,1548,3000,0.009124034195464197,0.4661487825657698,0.5018921420955039,0.3333333333333333,0.22599999999999998,0.1992231738486547,0.2528382131432559,3.5211263430048837e-65
mcq345,gpt3CQ,GPT3CQ,Task5,task5,Visible Object Count,0.614,1842,1158,3000,0.008888269422859172,0.59644373076966,0.6312646810187645,0.3333333333333333,0.421,0.39466559615448993,0.4468970215281468,3.113978752748976e-216
mcq345,gpt3CQ,GPT3CQ,Task6,task2,Top Layer,0.305,915,2085,3000,0.008405851136757856,0.28878256646614214,0.3217162028431318,0.3333333333333333,-0.042499999999999975,-0.06682615030078674,-0.01742569573530228,0.9995723043506197
mcq345,gpt3CQ,GPT3CQ,Task7,task6,Direct Support,0.535,1605,1395,3000,0.009106316489118967,0.517118218928973,0.5527922583744908,0.3333333333333333,0.30250000000000005,0.27567732839345954,0.32918838756173613,7.583673413421447e-114
mcq345,gpt3CQ,GPT3CQ,Task8,task7,Support Column,0.5546666666666666,1664,1336,3000,0.00907398397536524,0.5368229838340135,0.5723705235733012,0.3333333333333333,0.33199999999999996,0.30523447575102025,0.3585557853599518,3.075599057140866e-136
mcq345,gpt3CQ,GPT3CQ,Task9,task8,Hidden Object Count,0.43366666666666664,1301,1699,3000,0.009048017994546078,0.41602852544490204,0.45147447471329544,0.3333333333333333,0.15049999999999997,0.12404278816735308,0.17721171206994316,1.9989629057563877e-30
mcq345,gpt3CQ,GPT3CQ,Target1,main,Object Counting,0.38566666666666666,1157,1843,3000,0.008886842125466332,0.36840520398629145,0.40322057015572726,0.3333333333333333,0.0785,0.0526078059794372,0.10483085523359091,1.0341704927065867e-09
mcq345,gpt3CQ,GPT3CQ,Target2a,task10,Mental Rotation 90,0.38966666666666666,1169,1831,3000,0.008903680054815455,0.37236715047170815,0.4072483925049922,0.3333333333333333,0.0845,0.05855072570756225,0.11087258875748827,5.7233188979899225e-11
mcq345,gpt3CQ,GPT3CQ,Target2b,task11,Mental Rotation 180,0.38266666666666665,1148,1852,3000,0.008873798301533356,0.36543455661420526,0.40019889090180233,0.3333333333333333,0.074,0.048151834921307916,0.10029833635270351,7.961663623168772e-09
mcq345,gpt4CQ,GPT4CQ,Task1,task1,Object Categorization,0.436,1308,1692,3000,0.009053618061305656,0.41834791972784874,0.4538157789172464,0.25,0.248,0.22446389297046498,0.27175437188966184,8.090862873758544e-109
mcq345,gpt4CQ,GPT4CQ,Task2,task9,Cluster Count,0.384,1152,1848,3000,0.00887963963232743,0.3667547581217948,0.40154194567243995,0.25,0.17866666666666667,0.15567301082905974,0.20205592756325327,5.646656014135228e-59
mcq345,gpt4CQ,GPT4CQ,Task3,task3,Column Count,0.2896666666666667,869,2131,3000,0.008281704512334984,0.2737116730163871,0.3061596490932742,0.25,0.05288888888888891,0.03161556402184947,0.0748795321243656,4.3543382670992985e-07
mcq345,gpt4CQ,GPT4CQ,Task4,task4,Layer Count,0.317,951,2049,3000,0.008495312432944026,0.3005922305221147,0.33387584529120384,0.25,0.08933333333333333,0.0674563073628196,0.11183446038827179,8.818543152846688e-17
mcq345,gpt4CQ,GPT4CQ,Task5,task5,Visible Object Count,0.432,1296,1704,3000,0.009043892967080051,0.41437205972505253,0.449801870085361,0.25,0.24266666666666667,0.21916274630007004,0.266402493447148,1.8005163036981996e-104
mcq345,gpt4CQ,GPT4CQ,Task6,task2,Top Layer,0.263,789,2211,3000,0.008038055320370304,0.24755567009626323,0.2790505264488543,0.25,0.01733333333333335,-0.0032591065383157,0.03873403526513908,0.052859503011362836
mcq345,gpt4CQ,GPT4CQ,Task7,task6,Direct Support,0.459,1377,1623,3000,0.009097966805830849,0.44123174893329997,0.4768731205112141,0.25,0.2786666666666667,0.25497566524439996,0.30249749401495213,1.877943743520605e-135
mcq345,gpt4CQ,GPT4CQ,Task8,task7,Support Column,0.475,1425,1575,3000,0.009117291264405235,0.45717348341174013,0.49289046137150017,0.25,0.3,0.27623131121565353,0.32385394849533355,1.2876292205310453e-155
mcq345,gpt4CQ,GPT4CQ,Task9,task8,Hidden Object Count,0.32766666666666666,983,2017,3000,0.008569348909966308,0.3111004358239832,0.3446736902151529,0.25,0.10355555555555555,0.08146724776531096,0.12623158695353717,8.965799712971667e-22
mcq345,gpt4CQ,GPT4CQ,Target1,main,Object Counting,0.29433333333333334,883,2117,3000,0.008320681506988519,0.2782961333021652,0.3108965857812912,0.25,0.059111111111111114,0.037728177736220246,0.08119544770838827,2.0129715701270215e-08
mcq345,gpt4CQ,GPT4CQ,Target2a,task10,Mental Rotation 90,0.28047868362004486,375,962,1337,0.012285874055699064,0.25705361024346995,0.30516164322121964,0.25,0.040638244826726476,0.00940481365795994,0.07354885762829284,0.0059481086843173134
mcq345,gpt4CQ,GPT4CQ,Target2b,task11,Mental Rotation 180,0.27443315089913994,351,928,1279,0.012477331958881534,0.25068036708911096,0.299536900576671,0.25,0.03257753453218659,0.0009071561188146079,0.06604920076889464,0.02437964991172957
mcq345,gpt,GPT,Task1,task1,Object Categorization,0.41333333333333333,1240,1760,3000,0.008990529997148645,0.39583365495886547,0.4310546869563674,0.2,0.2666666666666666,0.2447920686985818,0.2888183586954592,3.1194406875720295e-156
mcq345,gpt,GPT,Task2,task9,Cluster Count,0.351,1053,1947,3000,0.008713954326251659,0.3341210661550782,0.36826004475303364,0.2,0.18874999999999995,0.16765133269384772,0.21032505594129203,1.2708857143122234e-82
mcq345,gpt,GPT,Task3,task3,Column Count,0.23766666666666666,713,2287,3000,0.007771340987290465,0.22277638161808755,0.2532279456407134,0.2,0.04708333333333332,0.028470477022609422,0.06653493205089171,2.46888134520945e-07
mcq345,gpt,GPT,Task4,task4,Layer Count,0.316,948,2052,3000,0.008488109330115864,0.2996075990223339,0.33286303458231425,0.2,0.145,0.12450949877791738,0.1660787932278928,6.462681375926544e-51
mcq345,gpt,GPT,Task5,task5,Visible Object Count,0.3923333333333333,1177,1823,3000,0.008914555305582904,0.3750091328146488,0.40993292271850584,0.2,0.2404166666666666,0.218761416018311,0.2624161533981323,4.753237420780004e-129
mcq345,gpt,GPT,Task6,task2,Top Layer,0.22233333333333333,667,2333,3000,0.007591688925446086,0.20781400813102527,0.23756287192816297,0.2,0.027916666666666645,0.009767510163781572,0.0469535899102037,0.0013508903614794386
mcq345,gpt,GPT,Task7,task6,Direct Support,0.421,1263,1737,3000,0.009014044597182776,0.40344451736021597,0.4387575481548232,0.2,0.27624999999999994,0.25430564670026995,0.298446935193529,9.521584901821072e-167
mcq345,gpt,GPT,Task8,task7,Support Column,0.43733333333333335,1312,1688,3000,0.009056726577317894,0.41967346692312785,0.45515348800019445,0.2,0.29666666666666663,0.27459183365390977,0.31894186000024305,3.405481471379714e-190
mcq345,gpt,GPT,Task9,task8,Hidden Object Count,0.3006666666666667,902,2098,3000,0.008371901859239675,0.28452118017133043,0.3173220062337052,0.2,0.12583333333333335,0.10565147521416303,0.1466525077921315,2.56242953830397e-39
mcq345,gpt,GPT,Target1,main,Object Counting,0.207,621,2379,3000,0.007397094024006995,0.19288084135525685,0.2218685915043187,0.2,0.008749999999999973,-0.008898948305928953,0.027335739380398363,0.17456420589588112
