group,model,display_name,task,source_task,task_name,accuracy,n_correct,n_incorrect,n,binom_se,ci_low_wilson,ci_high_wilson,chance_level,chance_adjusted_accuracy,chance_adjusted_ci_low,chance_adjusted_ci_high,above_chance_p
mcq345,gpt,GPT,Target2a,task10,Mental Rotation 90,0.22266666666666668,668,2332,3000,0.007595749298614812,0.20813897435630146,0.23790371977244362,0.2,0.028333333333333335,0.010173717945376817,0.047379649715554514,0.0011663519452390974
mcq345,gpt,GPT,Target2b,task11,Mental Rotation 180,0.20733333333333334,622,2378,3000,0.007401491341214558,0.19320514904709635,0.22221009788203605,0.2,0.009166666666666663,-0.00849356369112958,0.02776262235254505,0.16316497769286278
mcq345,qwen,Qwen,Task1,task1,Object Categorization,0.22833333333333333,685,2315,3000,0.007663707158249681,0.21366548865071794,0.24369604466049266,0.2,0.03541666666666665,0.01708186081339741,0.05462005582561581,7.304266538778217e-05
mcq345,qwen,Qwen,Task2,task9,Cluster Count,0.19966666666666666,599,2401,3000,0.0072983991141639835,0.18574989056868574,0.2143516327606403,0.2,-0.00041666666666669017,-0.01781263678914284,0.017939540950800345,0.5254822245475986
mcq345,qwen,Qwen,Task3,task3,Column Count,0.228,684,2316,3000,0.007659765009450355,0.2133402913417197,0.2433554278999341,0.2,0.034999999999999996,0.016675364177149606,0.05419428487491763,8.721171994212698e-05
mcq345,qwen,Qwen,Task4,task4,Layer Count,0.15633333333333332,469,2531,3000,0.006630566145315753,0.1437778156888566,0.16976787859808587,0.2,-0.05458333333333336,-0.07027773038892927,-0.03779015175239268,0.999999999682179
mcq345,qwen,Qwen,Task5,task5,Visible Object Count,0.26366666666666666,791,2209,3000,0.008044595609383887,0.24820869214425373,0.2797291325399774,0.2,0.07958333333333331,0.06026086518031715,0.09966141567497172,2.247633104527801e-17
mcq345,qwen,Qwen,Task6,task2,Top Layer,0.2776666666666667,833,2167,3000,0.008176549575643932,0.26193269785822515,0.29396931774739143,0.2,0.09708333333333333,0.07741587232278142,0.11746164718423928,1.1977638535026744e-24
mcq345,qwen,Qwen,Task7,task6,Direct Support,0.291,873,2127,3000,0.00829294881209332,0.2750213075929439,0.30751327079494445,0.2,0.11374999999999996,0.09377663449117987,0.13439158849368055,9.528132170190464e-33
mcq345,qwen,Qwen,Task8,task7,Support Column,0.26366666666666666,791,2209,3000,0.008044595609383887,0.24820869214425373,0.2797291325399774,0.2,0.07958333333333331,0.06026086518031715,0.09966141567497172,2.247633104527801e-17
mcq345,qwen,Qwen,Task9,task8,Hidden Object Count,0.184,552,2448,3000,0.007074461110218926,0.1705411648039812,0.1982670972561754,0.2,-0.020000000000000018,-0.0368235439950235,-0.0021661284297807767,0.9872027402053823
mcq345,qwen,Qwen,Target1,main,Object Counting,0.20166666666666666,605,2395,3000,0.007325690461706715,0.18769396337842498,0.21640244436824185,0.2,0.002083333333333312,-0.015382545776968792,0.020503055460302302,0.4169276666377158
mcq345,qwen,Qwen,Target2a,task10,Mental Rotation 90,0.156,468,2532,3000,0.0066248018838301875,0.14345617847694364,0.16942370174044202,0.2,-0.055000000000000014,-0.07067977690382046,-0.038220372824447485,0.9999999997667136
mcq345,qwen,Qwen,Target2b,task11,Mental Rotation 180,0.166,498,2502,3000,0.00679323192596867,0.15311407902255814,0.17974022328153144,0.2,-0.0425,-0.058607401221802344,-0.025324720898085712,0.9999991347287873
mcq345,claude,Claude,Task1,task1,Object Categorization,0.43066666666666664,1292,1708,3000,0.009040517848163508,0.4130470340516184,0.44846363948056783,0.2,0.2883333333333333,0.266308792564523,0.31057954935070975,1.8761562734519868e-180
mcq345,claude,Claude,Task2,task9,Cluster Count,0.3983333333333333,1195,1805,3000,0.008938006654895875,0.3809555842894005,0.4159711244957765,0.2,0.24791666666666662,0.22619448036175063,0.2699639056197206,1.4257433804679359e-136
mcq345,claude,Claude,Task3,task3,Column Count,0.315,945,2055,3000,0.0084808608053664,0.29862305635209574,0.33185013504388206,0.2,0.14375,0.12327882044011966,0.16481266880485254,4.0756537347673763e-50
mcq345,claude,Claude,Task4,task4,Layer Count,0.37833333333333335,1135,1865,3000,0.008854325161980108,0.36114485784472167,0.39583300676704763,0.2,0.22291666666666668,0.20143107230590207,0.24479125845880953,2.917870667872599e-112
mcq345,claude,Claude,Task5,task5,Visible Object Count,0.5256666666666666,1577,1423,3000,0.00911667377614998,0.507776560652064,0.5434911227038092,0.2,0.40708333333333324,0.38472070081508,0.42936390337976144,0.0
mcq345,claude,Claude,Task6,task2,Top Layer,0.35733333333333334,1072,1928,3000,0.008749213721286087,0.34037732803600346,0.37465425019368753,0.2,0.19666666666666666,0.1754716600450043,0.2183178127421094,4.0796887306045856e-89
mcq345,claude,Claude,Task7,task6,Direct Support,0.36,1080,1920,3000,0.008763560920082658,0.3430125192906901,0.3773455714954552,0.2,0.19999999999999996,0.1787656491133626,0.221681964369319,6.434885423483976e-92
mcq345,claude,Claude,Task8,task7,Support Column,0.39066666666666666,1172,1828,3000,0.008907791013530836,0.3733578298097463,0.4082551553756244,0.2,0.2383333333333333,0.21669728726218285,0.26031894421953045,5.393806294878244e-127
mcq345,claude,Claude,Task9,task8,Hidden Object Count,0.294,882,2118,3000,0.00831793243540725,0.27796860341305085,0.31055830160084874,0.2,0.11749999999999997,0.09746075426631355,0.1381978770010609,1.004868481368191e-34
mcq345,claude,Claude,Target1,main,Object Counting,0.2,600,2400,3000,0.007302967433402216,0.18607386408722948,0.2146934733116534,0.2,0.0,-0.017407669890963165,0.018366841639566728,0.5072833222195127
mcq345,claude,Claude,Target2a,task10,Mental Rotation 90,0.417,1251,1749,3000,0.009002055320869784,0.3994730864552861,0.43473921022507156,0.2,0.27124999999999994,0.24934135806910762,0.2934240127813394,3.193181407019635e-161
mcq345,claude,Claude,Target2b,task11,Mental Rotation 180,0.4023333333333333,1207,1793,3000,0.008952862153565234,0.3849214085367094,0.4199950690831492,0.2,0.2529166666666666,0.23115176067088675,0.2749938363539365,1.0719090754142202e-141
mcq345,gemini,Gemini,Task1,task1,Object Categorization,0.373,1119,1881,3000,0.00882932613510227,0.35586724735368513,0.3904575921451754,0.2,0.21624999999999997,0.1948340591921064,0.2380719901814692,3.770291803921968e-106
mcq345,gemini,Gemini,Task2,task9,Cluster Count,0.37966666666666665,1139,1861,3000,0.008860396697080195,0.36246460906887673,0.3971765118211196,0.2,0.2245833333333333,0.2030807613360959,0.24647063977639952,8.177883501280698e-114
mcq345,gemini,Gemini,Task3,task3,Column Count,0.2816666666666667,845,2155,3000,0.008212400289715456,0.26585746043618563,0.29803432400411245,0.2,0.10208333333333333,0.08232182554523203,0.12254290500514055,5.85111443884596e-27
mcq345,gemini,Gemini,Task4,task4,Layer Count,0.48033333333333333,1441,1559,3000,0.00912164499459431,0.4624914790326545,0.4982254908634946,0.2,0.35041666666666665,0.3281143487908181,0.3727818635793682,1.2129253601114524e-258
mcq345,gemini,Gemini,Task5,task5,Visible Object Count,0.461,1383,1617,3000,0.009100897391649536,0.4432234582327356,0.4788762956291193,0.2,0.32625,0.3040293227909195,0.34859536953639914,1.1433255871683563e-226
mcq345,gemini,Gemini,Task6,task2,Top Layer,0.311,933,2067,3000,0.00845141013874805,0.29468577855241207,0.3277976440088842,0.2,0.13874999999999998,0.11835722319051507,0.15974705501110525,5.6125288286007e-47
mcq345,gemini,Gemini,Task7,task6,Direct Support,0.36533333333333334,1096,1904,3000,0.008791376245861413,0.3482846211997784,0.38272649469927583,0.2,0.20666666666666667,0.18535577649972296,0.22840811837409478,1.2139159525411722e-97
mcq345,gemini,Gemini,Task8,task7,Support Column,0.33266666666666667,998,2002,3000,0.008602316656102114,0.31602955386028325,0.34973178322220483,0.2,0.1658333333333333,0.14503694232535405,0.18716472902775602,4.026057942050145e-65
mcq345,gemini,Gemini,Task9,task8,Hidden Object Count,0.31266666666666665,938,2062,3000,0.0084637702832371,0.29632613685254067,0.3294863560565395,0.2,0.14083333333333328,0.12040767106567582,0.16185794507067433,2.837791869364052e-48
mcq345,gemini,Gemini,Target1,main,Object Counting,0.19533333333333333,586,2414,3000,0.007238282996729317,0.1815396573449748,0.2099062830801129,0.2,-0.00583333333333335,-0.023075428318781524,0.012382853850141096,0.7451343732390081
mcq345,gemini,Gemini,Target2a,task10,Mental Rotation 90,0.298,894,2106,3000,0.008350568842899267,0.2818996512967429,0.3146170225518382,0.2,0.12249999999999997,0.10237456412092859,0.14327127818979773,1.9013187756055127e-37
mcq345,gemini,Gemini,Target2b,task11,Mental Rotation 180,0.2713333333333333,814,2186,3000,0.008118118738467173,0.2557217503458727,0.28752979793816463,0.2,0.08916666666666663,0.06965218793234085,0.10941224742270578,3.3646272090382773e-21
